User,date,Type,Sample ID,spec #'s,d13C (vpdb),d13C_stdev,d18O_gas (vsmow),d18O_mineral (vpdb),d18O_stdev,d47,d47_stdev,D47 (v. Oz),D47_stdev,D47_sterr,d48,d48_stdev,D48,D48_stdev
,,,eBOC,913,-10.58849528,0.002699197,58.40068234,18.35552097,0.009509197,25.87077093,0.029685335,-0.356668358,0.029064127,0.009688042,106.7456063,0.389948608,38.10436709,0.371390752
,,,BOC 25deg C,923,-10.48144705,0.003308288,26.45675095,-12.37979453,0.003235325,-5.339194706,0.024895529,-0.116733762,0.026721464,0.008907155,4.399501583,0.354783123,1.651258543,0.351488176
,,,14-NPK-31,933,0.393537991,0.002302305,29.03700859,-9.897162324,0.002814963,7.562608011,0.033732922,-0.31265356,0.035463359,0.01182112,11.9571678,0.241132749,4.129335463,0.238134327
,,,14-NPK-32,942,0.893076323,0.003172617,29.26318055,-9.679547706,0.016478041,8.203481691,0.051630683,-0.381514821,0.038257373,0.012752458,13.49763603,0.299974821,5.215749519,0.281368065
,,,TV03,951,3.3777538,0.0020266,30.63225229,-8.362275535,0.005059101,12.31514049,0.028404038,-0.054216229,0.031784701,0.0105949,17.9194564,0.270011168,6.919921944,0.260633457
,,,14-NPK-44,960,4.503092316,0.003882111,29.49832899,-9.453296233,0.007243066,12.03591559,0.017251445,-0.287999397,0.015237751,0.00507925,14.28948937,0.321423349,5.539917603,0.308606596
,,,14-NPK-50,969,-14.53930158,0,23.18397968,-15.52873873,0,5.677830525,0,18.27516814,0,0,136.9050371,0,141.065682,0
,,,BOC,973,-11.04681162,0.00265972,30.00070925,-8.969923807,0.005054705,-3.100962681,0.030741168,-0.831447192,0.033686996,0.011228999,15.25453241,0.294737143,5.521872912,0.288697992
,,,14-NPK-65,982,0.779479198,0.003073421,27.80351435,-11.08398665,0.002999972,6.634434295,0.029644537,-0.383524095,0.029837475,0.009945825,8.607834844,0.301038395,3.209220817,0.296878737
,,,14-NPK-43a,991,-5.109331675,0.001841265,23.31880613,-15.39901351,0.006205092,-3.724257676,0.024151954,-0.587272714,0.027560094,0.009186698,-5.291913798,0.367580735,-1.923045419,0.362486383
,,,CIT Carrara,1000,2.101113131,0.00211665,37.38415439,-1.865835295,0.004667693,17.62974575,0.021886229,-0.245955131,0.022230024,0.007410008,39.20769582,0.424566885,14.64176813,0.408165615
,,,14-NPK-43b,1009,-4.414181095,0.002769654,25.60808934,-13.19634656,0.004141353,-0.720418336,0.032866758,-0.526671479,0.033386871,0.011128957,1.700820599,0.26064676,0.611345291,0.261883414
,,,BOC 25deg C,1019,-10.5570372,0.004463984,25.69891324,-13.10895903,0.004016863,-6.154368212,0.029850383,-0.110307614,0.032686292,0.010895431,2.208427421,0.362782256,0.943584932,0.360264502
,,,TV03,1030,3.374587806,0.003835797,30.62900839,-8.365396697,0.00692991,12.32133208,0.022085358,-0.041854251,0.029491039,0.009830346,17.6228678,0.487970569,6.632876809,0.471118776
,,,14-NPK-5,1039,0.530872832,0.002541779,29.54897196,-9.404569367,0.011242774,8.190333384,0.030699091,-0.328894783,0.024060662,0.008020221,14.53902664,0.232550885,5.690264895,0.228503749
,,,14-NPK-17,1048,0.406260173,0.002938672,29.26904676,-9.673903449,0.006572021,7.774591117,0.02566829,-0.344277364,0.031396878,0.010465626,13.15399431,0.407312137,4.863692511,0.396815002
,,,14-NPK-26,1057,0.734270267,0.001981339,29.5118242,-9.440311622,0.004981555,8.317667067,0.028604522,-0.361590833,0.022374012,0.007458004,14.38311078,0.280551219,5.608177939,0.280456206
,,,14-NPK-43a,1066,-5.158823764,0.004108519,23.07631519,-15.63232968,0.00467183,-3.967171253,0.024843054,-0.541727299,0.026999222,0.008999741,-6.477469992,0.272801907,-2.639998051,0.26706952
,,,14-NPK-43b,1075,-4.414289822,0.002103665,25.69136578,-13.11622093,0.004683151,-0.638917722,0.026632289,-0.527753578,0.026679696,0.008893232,2.037697385,0.286753336,0.785334122,0.279283832
,,,14-NPK-44,1084,5.248988808,11.65576168,83.32891035,42.34057601,14.23996189,817.8252897,219.1175544,705.3670809,216.3443101,72.11477004,6452.854148,5335.435811,5694.749883,4800.471138
,,,BOC,1095,-11.01528291,0.002798809,57.07094087,17.07609099,0.003669512,24.12352105,0.030833255,-0.364494537,0.028988731,0.00966291,102.7260316,0.474971317,36.93795809,0.443150164
,,,14-NPK-9a,1104,4.69148613,0.003025419,27.9779629,-10.91613846,0.007861154,10.65221907,0.018357032,-0.330895921,0.016704345,0.005568115,9.350673789,0.267181763,3.605519906,0.260744617
,,,14-NPK-9b,1113,3.14651922,0.001868612,27.75640986,-11.12930891,0.003603896,8.950079815,0.022339527,-0.314516721,0.024617656,0.008205885,8.763651775,0.225429091,3.455053239,0.22287962
,,,14-NPK-5,1122,0.523283581,0.004630389,29.53978167,-9.413411936,0.008182797,8.208359271,0.035271337,-0.294624259,0.041080101,0.013693367,14.59466716,0.265120627,5.763378411,0.263432168
,,,CIT Carrara,1131,2.061263548,0.002391474,37.32126696,-1.926343342,0.003991962,17.51673468,0.036484348,-0.256936409,0.034538951,0.011512984,39.54976198,0.352158414,15.09882951,0.337644051
,,,14-NPK-31,1140,5.969311712,8.954466437,71.9709429,31.41234339,10.01881055,440.6503141,246.2677014,365.8809432,244.1863608,86.33291581,1085.63945,5604.380475,965.4674388,5114.094158
,,,eBOC 25degC ,1149,-10.62869701,0.008972091,57.93353577,17.90604914,0.021196092,26.27643384,0.038407699,0.528013941,0.030859499,0.0102865,100.3736129,1.50312326,33.03876428,1.370870775
,,,14-NPK-13,1158,0.850580324,0.003400557,29.19973016,-9.740597413,0.007969604,8.159374118,0.028675878,-0.321571314,0.038003522,0.012667841,12.63046085,0.362567468,4.479521681,0.350464915
,,,14-NPK-15,1167,1.174403178,0.003855276,28.89679575,-10.03207014,0.004305494,8.123333592,0.047982206,-0.368886407,0.047522601,0.015840867,11.9812525,0.32838187,4.426552159,0.322058217
,,,TV03,1176,3.332932711,0.004036959,30.36975666,-8.614839499,0.002813253,12.01447125,0.03129958,-0.048682221,0.027338875,0.009112958,16.83946434,0.269510764,6.364161178,0.265134941
,,,14-NPK-9a,1185,4.740736064,0.004280795,28.06456275,-10.83281516,0.007983596,10.7742059,0.019660828,-0.343251114,0.019095644,0.006365215,9.723476274,0.372829189,3.807049529,0.36981218
,,,14-NPK-9b,1194,0.514669103,0.003222138,29.48260807,-9.468422346,0.008051544,8.144966044,0.02229068,-0.292620204,0.018550277,0.006183426,14.09879625,0.365896046,5.383482603,0.357635386
,,,14-NPK-5,1203,0.375525648,0.003941606,28.86433665,-10.06330113,0.01279768,7.328403238,0.027733171,-0.356764077,0.015431348,0.005143783,12.76148662,0.307303755,5.264746608,0.296539562
,,,BOC,1213,-11.12387307,0.001179116,29.95909991,-9.009958828,0.007785463,-3.254792688,0.023294113,-0.869544567,0.020312104,0.006770701,15.19952022,0.18141318,5.548655014,0.166357801
,,,14-NPK-15,1223,1.137674886,0.002351958,28.75724234,-10.16634347,0.003850563,7.995684928,0.041180983,-0.321975309,0.039716928,0.013238976,11.34949033,0.268263507,4.071863879,0.260742722
,,,14-NPK-13,1232,0.889265765,0.004005449,29.24169907,-9.700216426,0.010318724,8.215646131,0.053072719,-0.34452817,0.047927476,0.015975825,13.14671516,0.577674145,4.90964088,0.559248868
,,,14-NPK-9a,1241,4.707092064,0.003471369,28.09302911,-10.80542583,0.011680121,10.76682021,0.019747473,-0.346514409,0.023680436,0.007893479,9.887089343,0.424534285,3.914117755,0.402051504
,,,14-NPK-9b,1250,3.15160219,0.002063816,27.77317677,-11.11317639,0.003271255,8.949887692,0.026850541,-0.336203784,0.026506545,0.008835515,8.987429641,0.41218052,3.64490166,0.408350228
,,,CIT Carrara,1259,1.971333724,0.002998396,37.1536336,-2.08763421,0.00516017,17.26276872,0.028350797,-0.255434236,0.023752866,0.007917622,38.40814283,0.470896954,14.31188561,0.454371325
,,,eBOC 25degC,1269,-10.60284395,0.00480495,59.64777161,19.55542594,0.006025308,27.94704939,0.032902057,0.478724431,0.03408855,0.01136285,110.4628397,0.660989228,39.14102089,0.607651629
,,,14-NPK-52,1278,15.67106582,3.215257335,132.7082232,89.85159588,7.50250818,935.7082795,340.8851594,717.5981322,308.6500217,178.1991731,1985.414452,7329.212553,1524.753723,6036.075478
,,,TV03,1283,3.309486813,0.00432233,30.39574624,-8.589833247,0.005963974,12.04121602,0.040899816,-0.025450863,0.039558892,0.013186297,16.98442861,0.346062026,6.456870852,0.33802011
,,,14-NPK-54b,1292,-4.546636098,0.00219591,23.39924054,-15.32162238,0.003788398,-3.089058389,0.032223081,-0.574519392,0.032316691,0.01077223,-5.162003825,0.327221036,-1.949823742,0.324348554
,,,14-NPK-47,1301,4.297789131,0.002910985,29.87087482,-9.094845872,0.007382404,12.20128004,0.042612787,-0.296392402,0.041534199,0.013844733,15.21896362,0.342615793,5.733498697,0.332197642
,,,14-NPK-46,1310,4.685994084,0.004566001,29.56978283,-9.384545883,0.005485325,12.27690071,0.02815164,-0.295998166,0.032505218,0.010835073,14.31316335,0.536100158,5.42373835,0.524319052
,,,BOC,1320,-10.5465385,0.002522991,29.6367478,-9.32011457,0.004313418,-2.991093656,0.034411789,-0.847863525,0.037895969,0.01263199,14.16506705,0.342752327,5.152856126,0.335776817
,,,14-NPK-48,1329,0.714989093,0.001989611,29.08975667,-9.846409995,0.002317506,7.904667609,0.025427017,-0.33486481,0.022025392,0.008324816,12.40761208,0.567509142,4.473169661,0.56150671
,,,14-NPK-46_dol,1337,5.924848911,0.00370973,32.98992027,-6.093811198,0.010017784,17.12935906,0.041051274,-0.080191422,0.04119215,0.013730717,24.78579263,0.469595005,9.089023668,0.450069135
,,,CIT Carrara,1346,2.013385105,0.002545833,37.23400051,-2.010308019,0.010623149,17.40808229,0.040231183,-0.231981097,0.036397134,0.012132378,38.18044919,0.439008937,13.932323,0.419919246
,,,14-NPK-52,1355,0.124402041,0.003098146,29.03398475,-9.900071762,0.009060769,7.208445476,0.026874301,-0.402056674,0.022789903,0.007596634,12.75922309,0.263565979,4.931208473,0.253235379
,,,14-NPK-54b,1364,-4.635333782,0.003048559,23.32326455,-15.39472378,0.00753353,-3.231676071,0.038968928,-0.556130514,0.032931768,0.010977256,-5.320783962,0.442844232,-1.960906466,0.440357678
,,,14-NPK-47,1373,4.311821493,0.004418287,29.81656195,-9.147103789,0.00309878,12.16332033,0.039542947,-0.293615238,0.035938358,0.011979453,14.94792581,0.327689745,5.571043976,0.322567993
,,,eBOC,1383,-12.17100638,0.001756382,49.25069696,9.551730224,0.009516705,15.10154957,0.03801536,-0.517643775,0.031260592,0.010420197,76.46493626,0.457704866,27.38769203,0.427217336
,,,ENT_FL_dol_1,1392,2.982700551,0.003668315,28.03032269,-10.86575972,0.008877863,9.034342981,0.026566437,-0.345219574,0.021779674,0.007259891,9.73499786,0.554367069,3.886218616,0.547185258
,,,CIT Carrara,1401,2.016540839,0.002282783,37.26397537,-1.981467279,0.006409045,17.4505243,0.044357453,-0.222750917,0.040608523,0.013536174,38.39014799,0.248752029,14.07851675,0.237726774
,,,14-NPK-46,1410,4.772239183,0.004082625,29.7964324,-9.166471724,0.009918295,12.59029844,0.039798381,-0.293423031,0.040116768,0.013372256,15.4123645,0.385015617,6.070280784,0.377106961
,,,14-NPK-48,1419,0.840635378,0.003250673,29.39366113,-9.55400393,0.005534858,8.282905151,0.037331413,-0.381452266,0.039526718,0.013175573,13.83849718,0.545436514,5.2989635,0.532111247
,,,eBOC,1429,-11.10894358,0.001234482,28.86876389,-10.0590414,0.003674061,-4.280795428,0.030840079,-0.834419172,0.031061901,0.010353967,11.30237286,0.356728924,3.812593519,0.355972724
,,,14-NPK-9a_dol,1439,6.702071252,0.003402685,31.8282394,-7.211539239,0.00882617,16.57689535,0.022289946,-0.220892726,0.021140738,0.006374172,21.37430379,0.46615475,7.995129319,0.45973374
,,,TV03,1451,3.352383608,0.00308102,30.48322232,-8.505666872,0.008874425,12.10798605,0.055792362,-0.087157337,0.053661881,0.017887294,17.45698915,0.334807542,6.753580477,0.326566565
,,,A12?,1460,2.033422054,0.002409269,24.87499644,-13.9017025,0.003877005,4.902890391,0.035791084,-0.403659036,0.036389944,0.012129981,-0.904519572,0.486314089,-0.565838184,0.482165095
,,,D3?,1469,2.347261301,0.002876213,22.67075344,-16.02254678,0.007276655,2.943473577,0.013917734,-0.463174669,0.019261432,0.006420477,-7.210276933,0.333104964,-2.588363328,0.337368569
,,,D1?,1478,2.18906135,0.001894207,22.16675238,-16.50747868,0.005186746,2.298513292,0.023694442,-0.452122893,0.021086374,0.007028791,-9.263396049,0.460882724,-3.669206954,0.456698047
